ckafi,81
xebni,81
dukse,80
sutra,80
.e,80
nanca,79
fasnu,78
zarci,78
titnanba,78
bilga,77
pe'u,77
cadzu,77
traji,77
pe'i,77
zi,76
carvi,76
.au,76
zasti,75
jetnu,74
ci,74
speni,74
jmive,73
ne'i,73
tu,73
tatpi,73
drani,73
jufra,72
ze'a,72
co,72
bruna,71
catra,71
la'o,71
kansa,70
zo'e,70
xo,69
to'e,69
gasnu,69
pe'a,69
terpa,69
djacu,68
remna,68
mikce,67
tirna,67
snada,67
pensi,66
va'o,66
gugdepuxe,66
stali,65
nandu,65
catlu,65
sei,65
nenri,65
ta'i,64
zbasu,64
tcadu,64
po,64
morji,64
sanga,63
fai,63
coi,63
nicte,62
bavlamdei,62
bau,62
limna,61
di'u,61
gugde,61
.e'u,61
bebna,61
slabu,60
vajni,60
bajra,60
mensi,60
tcati,60
binxo,60
moi,59
krici,59
simsa,58
finti,58
mei,58
glibau,57
zgana,57
za'o,57
srera,57
lenku,56
kelci,56
fanva,56
ji'a,56
valsi,56
jbena,55
skami,55
klaku,55
munje,55
rirni,55
e,55
.meris.,55
dei,54
tricu,54
lerci,54
co'i,54
jundi,54
certu,54
sisti,54
jibri,54
ponjo,53
mrobi'o,53
smuni,53
sarcu,53
cidja,53
lumci,52
fengu,52
preti,51
ve,51
curmi,51
cpedu,51
zoi,51
dasni,50
facki,49
ko'e,49
lo'i,49
cevni,49
jubme,49
dinju,49
frili,48
mi'e,48
so'o,48
vitke,48
nabmi,48
kanro,48
je'a,48
jungau,48
banli,47
glico,47
cirko,47
ta'e,47
stuzi,47
noda,47
zgike,46
finpe,46
e'u,46
carmi,46
kanla,46
banzu,46
tixnu,46
tsani,46
bilma,45
cinri,45
jinga,45
xunre,45
jarco,44
cortu,44
kukte,44
fau,44
ri'a,43
fu,43
.ai,43
pu'i,43
ckire,43
roroi,42
glare,42
xance,42
xekri,42
je'u,42
terdi,42
roda,42
meris,42
cinmo,41
bersa,41
xrula,41
jdice,41
re'u,41
casnu,40
cipni,40
vofli,40
ba'e,40
clani,40
spaji,40
zifre,40
jdima,40
xagji,40
kerfa,40
cu'i,40
zutse,39
la'a,39
jo'u,39
lisri,39
pacna,39
vo,39
ju'o,39
zenba,39
de,39
bi'unai,39
tom.,39
ricfu,39
maris,39
jisra,39
smaji,38
kabri,38
pixra,38
cpacu,38
retsku,38
ga'inai,38
cerni,37
ui,37
vorme,37
junla,37
blabi,37
loka,37
xlali,37
pexfebdja,37
terve'u,36
za'i,36
cikre,36
fi'o,35
nonkansa,35
farlu,35
ti'u,35
litru,35
xatra,35
.a'o,35
cifnu,34
lacri,34
mulno,34
xendo,34
ladru,34
spofu,34
cumki,34
cuxna,34
danlu,34
crino,34
snime,34
zei,34
lanzu,34
pagbu,34
birti,34
noroi,34
bisyladru,34
tcika,33
spuda,33
cacra,33
zerle'a,33
sisku,33
cakla,33
xamsi,33
milxe,33
laldo,32
na'o,32
stidi,32
.ui,32
srana,32
dansu,32
fliba,32
zabna,32
solri,32
jalge,32
panzi,32
tadji,32
la.,32
ze'i,31
rinka,31
sa'u,31
cikna,31
cizra,31
bevri,31
citno,31
bredi,30
ciksi,30
ty,30
la'oi,30
pu'o,30
lebna,30
sedu'u,30
sazri,30
ja'e,30
mipri,30
xe,30
merko,30
ckiku,30
smusku,30
sinma,29
ganai,29
tugni,29
sidbo,29
.u'e,29
ja'a,29
ka'ai,29
fragari,29
.ije,29
simxu,29
badri,29
lojban,29
titla,29
kargau,28
kanpe,28
zdile,28
sanji,28
fraso,28
cfari,28
cmana,28
lifri,28
benji,28
tezu'e,28
ja'o,28
surla,28
badna,28
senva,27
rirxe,27
sanli,27
tcini,27
za,27
jungo,27
malsi,27
jitfa,27
do'i,27
panka,26
canko,26
kurji,26
cutci,26
tcana,26
pano,26
ckaji,26
dakli,26
bisli,26
bei,26
pi'e,26
ze'e,26
du'e,26
skicu,26
krinu,26
taxfu,26
lodu'u,26
nelti'i,26
fonxa,25
ckape,25
tcima,25
ja,25
mabla,25
fenki,25
darxi,25
ti'e,25
pleji,25
nei,25
nupre,25
blanu,25
ije,25
.oi,25
lei,25
kargu,25
xagrai,25
.e'a,25
vamji,25
stasu,24
pulji,24
cisma,24
misno,24
rismi,24
jeftu,24
bloti,24
renro,24
ji'i,24
xruti,24
mapti,24
vinji,24
danfu,24
cinba,24
klaji,24
jamfu,24
di'ai,24
sanmi,24
ctigau,24
tsali,23
so'e,23
xa,23
naku,23
so'u,23
ze'u,23
ka'enai,23
trene,23
xirma,23
fagri,23
punji,23
skina,23
mentu,23
ru'e,23
bazi,23
sepi'o,23
ki'e,23
cipra,23
sance,23
tsuku,23
rivbi,23
e'a,23
frambesi,23
gi'i,22
clira,22
cpare,22
tinju'i,22
cpana,22
rupnu,22
xanka,22
minde,22
nuzba,22
sinxa,22
cai,22
pi,22
nu'o,22
nerkla,22
poi'i,22
temci,22
platu,22
.u'u,22
frica,22
cmima,22
gusni,21
zu'e,21
manku,21
muvdu,21
ze,21
darno,21
jatna,21
renvi,21
xajmi,21
mudri,21
ticysku,21
de'i,21
briju,21
ku'o,21
le'e,21
pesxu,21
palci,21
meris.,21
spebi'o,21
stace,21
gunma,21
cticpe,21
ge,20
xrukla,20
ba'a,20
ganse,20
daspo,20
tcica,20
lunra,20
rinsa,20
nolraitru,20
xusra,20
tarti,20
za'a,20
xa'o,20
rozgu,20
gusta,20
smacu,20
tuple,20
bunre,20
ju'i,20
dunli,20
tarci,20
masno,20
xotli,20
claxu,20
krasi,20
grusi,20
.maris.,20
bakyjba,20
saske,19
minji,19
birje,19
purdi,19
ckana,19
jmina,19
galfi,19
jibni,19
tolcando,19
lojbo,19
.ue,19
fraxu,19
cu'u,19
xenru,19
mukti,19
mintu,18
tanxe,18
kavbu,18
bradi,18
fasybau,18
vlacku,18
jdika,18
sovda,18
culno,18
makcu,18
je'i,18
spita,18
tolci'o,18
relxilma'e,18
pastu,18
tolmo'i,18
famti,18
fonta'a,18
pipno,18
plipe,18
salci,18
sakta,18
cmila,18
renytcana,18
tolcri,18
spatrmenta,18
damba,18
prane,18
nau,18
najnimre,18
jduli,18
titybisli,18
tcatrboba,18
ce'o,17
no'e,17
pi'o,17
kerlo,17
ne,17
jbera,17
ca'a,17
cilmo,17
mitre,17
xrani,17
tinbe,17
rokci,17
pluta,17
za'ure'u,17
fange,17
pamoi,17
lai,17
.io,17
.djan.,17
stati,17
secau,17
kagni,17
lenjo,17
si'au,17
zo'ei,17
za'e,17
ladrnceiki,17
cuntu,16
mergu'e,16
ru'i,16
ditcu,16
steci,16
damva'u,16
vimcu,16
tilju,16
ji,16
vanju,16
.ie,16
ko'oi,16
gy,16
grute,16
zanru,16
soi,16
di'i,16
bartu,16
puzi,16
vrude,16
plini,16
bi'u,16
rutrkoko,16
ai,16
lektcati,16
zu'ai,16
verntineidja,16
tcaci,15
pinsi,15
fanza,15
stedu,15
snuti,15
fadni,15
ga'orgau,15
minra,15
tordu,15
bacru,15
penbi,15
ta'o,15
dakfu,15
kucli,15
vasru,15
matne,15
sorprekarce,15
dotybau,15
skari,15
krixa,15
bakni,15
bi,15
porpi,15
karni,15
cnita,15
seja'e,15
katna,15
cirla,15
pencu,15
jitro,15
pampe'o,15
kibro,15
si'unai,15
jgari,14
stizu,14
semau,14
mapku,14
loldi,14
bende,14
.e'unai,14
masti,14
prije,14
rectu,14
cmaci,14
panpi,14
ni'a,14
raltca,14
pongu'e,14
vu,14
ckusro,14
lakne,14
lazni,14
santa,14
paroi,14
goi,14
li'a,14
cfipu,14
krefu,14
xagmau,14
.e'e,14
sa'e,14
jgira,14
brife,14
fudbolo,14
bai,14
ri'ornimre,14
ni'i,13
blaci,13
raktu,13
pemci,13
jilra,13
mu'a,13
dotco,13
jelca,13
mleca,13
flalu,13
fonjudri,13
jamna,13
jersi,13
creka,13
kacma,13
srasu,13
jipci,13
pikta,13
crisa,13
menli,13
bitmu,13
rusko,13
racli,13
mencre,13
.aunai,13
dunra,13
javni,13
ca'e,13
selfu,13
pagre,13
silna,13
pante,13
le'o,13
tivni,13
gunta,13
to'o,13
e'e,13
lyl,13
iaryslyv,13
cikybi'o,12
cribe,12
je'e,12
botpi,12
nunji'e,12
mrilu,12
lerfu,12
satci,12
kajde,12
sedyta'u,12
nazbi,12
zo'oi,12
so,12
mupli,12
vacysai,12
junri,12
ue,12
dargu,12
carna,12
.iu,12
fa'u,12
bolci,12
ganlo,12
selkei,12
clite,12
cladu,12
balvi,12
mansa,12
fi'i,12
trixe,12
senpi,12
makfa,12
jugbau,12
midju,12
sairfa'o,12
remei,12
do'u,12
pi'i,12
xalka,12
ru'a,12
prali,12
pelji,12
cafne,12
pindi,12
tam.,12
nobli,12
esporte,12
sonci,12
varnila,12
lenu,11
oi,11
balcu'e,11
co'o,11
fanmo,11
ricfoi,11
klesi,11
ponbau,11
po'u,11
u'e,11
marce,11
gi'a,11
lalxu,11
zi'o,11
selpo'e,11
prulamcte,11
li'i,11
se'ixru,11
snuji,11
kalri,11
smadi,11
bangenugu,11
si'a,11
.uanai,11
pau,11
lijda,11
daplu,11
djan.,11
gletu,11
snura,11
romoi,11
taske,11
caca'o,11
so'imei,11
vacri,11
cinfo,11
dilnu,11
fa'a,11
vlipa,11
xalbebna,11
do'o,11
zeldei,11
cenba,11
tolzdi,11
plixau,11
ga,11
atl,11
taigrteil,11
samcu,11
kukis,11
fonjorne,11
ne'a,10
lamji,10
la.tokion.,10
dormijysai,10
gugdejupu,10
gugde'usu,10
banro,10
dacti,10
xanri,10
a'o,10
baza,10
ki'o,10
caucni,10
ce,10
su'i,10
suksa,10
mulgau,10
plana,10
solji,10
jbobau,10
kosta,10
pare,10
kufra,10
zdadi'u,10
brafi'a,10
ractu,10
panci,10
brazo,10
ty.,10
fatci,10
ciblu,10
fuzme,10
klina,10
ralju,10
jerna,10
zmanei,10
boston,10
vasxu,10
mokau,10
volve,10
spusku,10
ckeji,10
jo,10
dai,10
de'a,10
nudle,10
agbakate,10
mo'oi,10
liste,9
savru,9
cnano,9
selsau,9
mau,9
tigni,9
pruxi,9
fanta,9
rau,9
turni,9
vrusi,9
seka'a,9
sfasa,9
cabna,9
spati,9
banxa,9
go,9
vanbi,9
uinai,9
lafti,9
cmatca,9
su'e,9
panono,9
dau,9
cintypu'i,9
farna,9
so'a,9
ie,9
je'upei,9
pluja,9
risna,9
virnu,9
kalte,9
kunti,9
stagi,9
ry.,9
pezli,9
.tokios.,9
basfa,9
.a'u,9
batci,9
jugygu'e,9
.i'e,9
censa,9
pritu,9
be'o,9
grana,9
jgita,9
tarmi,9
.y.,9
nelrai,9
.enai,9
farvi,9
jinsa,9
moklu,9
do'e,9
bavla'i,9
pamei,9
sampu,9
di'a,9
za'umei,9
tolgleki,9
spisa,9
broda,9
capyju'i,9
.e'i,9
cumymu'efi'a,9
bu'a,9
manci,9
sy.,9
losedu'u,9
xunai,9
rutrceraso,9
mo'ire'o,9
darca,9
ratcu,8
basti,8
akti,8
veltivni,8
sumne,8
dejni,8
cunso,8
tam,8
reno,8
flira,8
xrabo,8
ny,8
xanto,8
nurma,8
seldu'a,8
ka'u,8
ki'a,8
lanci,8
si'o,8
va'u,8
judri,8
canci,8
detri,8
citri,8
tolcliva,8
bregau,8
baktu,8
cfila,8
jinme,8
su'u,8
selsa'a,8
galtu,8
.e'apei,8
.ken.,8
fasygu'e,8
vanci,8
voksa,8
tu'i,8
cartu,8
zo'o,8
ga'u,8
lojban.,8
vreta,8
nalju'o,8
zu'edji,8
zgipli,8
dirba,8
vindu,8
vifne,8
sabji,8
jaurcarvi,8
foldi,8
cmoni,8
tolsanji,8
sepli,8
jupku'a,8
.imu'ibo,8
palta,8
no'u,8
ru,8
darsi,8
xalbo,8
tecra'a,8
zukcfu,8
catni,8
kruji,8
jadykevri'a,8
mango,8
zduriane,8
gumri,8
nargrpistaco,8
si'ercarvi,8
jvinu,7
fusra,7
sega'a,7
ken,7
barkla,7
cripu,7
selpla,7
maik,7
.o'i,7
kinli,7
papri,7
u'u,7
djon,7
xadykelci'e,7
larcu,7
ganlygau,7
po'e,7
xaksu,7
ti'a,7
jipno,7
cange,7
rebla,7
xaskoi,7
ga'a,7
paris,7
pensi'u,7
.alis.,7
fapro,7
py,7
sarji,7
cy.,7
bandu,7
tirse,7
.bil.,7
klamu'o,7
mirli,7
cy,7
betfu,7
ia,7
barja,7
sevzi,7
jorne,7
celxa'i,7
le'i,7
.a'e,7
xriso,7
.tonis.,7
xavdei,7
banjupunu,7
va'e,7
critu,7
gerna,7
ny.,7
xalpinxe,7
aftobuso,7
befi,7
zoi.,7
korbi,7
tatoebas.,7
va'i,7
palku,7
.lojban.,7
zunle,7
.paris.,7
no'a,7
caku,7
rirpa'u,7
micyxu'i,7
sorpeka,7
serai,7
sezycatra,7
cladakyxa'i,7
rarna,7
.o'u,7
tolxanka,7
batke,7
cradi,7
pavdei,7
datni,7
e'apei,7
boltipyjvi,7
toljinsa,7
pare'u,7
naje,7
lidne,7
gacri,7
notci,7
ropa,7
perli,7
patlu,7
piro,7
ru'u,7
me'i,7
gapci,7
xelso,7
dotygu'e,7
pelxu,7
xukau,7
klani,7
.o'o,7
kevna,7
i'a,7
ni'u,7
.ia,7
e'i,7
mitysisku,7
sisyvi'e,7
kalmari,7
bu,7
malsorgle,7
gajanai,7
blacykabri,7
jacrxatole,7
bistcati,7
xoi,7
flora,7
VFD,7
.olkai,7
Mi,7
tcila,6
vijytcana,6
bancu,6
ua,6
marji,6
lecydo'i,6
djan,6
tokios,6
pa'o,6
radytu'i,6
je'asai,6
junta,6
pa'u,6
zunti,6
ra'i,6
ka'a,6
bapli,6
spano,6
ca'u,6
mo'i,6
ju'a,6
ma'urcu'e,6
pamu,6
paxa,6
zu,6
gidva,6
stika,6
fipkalte,6
vreji,6
nibli,6
gungunma,6
to'u,6
stuna,6
mexno,6
ka'argau,6
bramau,6
xauzma,6
selsku,6
muzga,6
xarci,6
.ibo,6
kadno,6
tolyli'a,6
be'u,6
baupli,6
gai,6
vlile,6
xazdo,6
nu'e,6
ckakla,6
birka,6
.ua,6
.uinai,6
latmo,6
rajycla,6
tikygau,6
ckupra,6
kanjunla,6
maris.,6
febvi,6
softo,6
ve'u,6
gy.,6
danre,6
puku,6
.ijo,6
frati,6
du'o,6
ruble,6
bandu'e'u,6
mencti,6
tersla,6
mo'a,6
jenai,6
vimku'a,6
.o,6
danmo,6
selzu'e,6
reroi,6
mo'e,6
nunsla,6
kulnu,6
toldarsi,6
rukybau,6
gi'enai,6
cupra,6
venfu,6
.i'a,6
fe'e,6
cau,6
viku,6
xadni,6
.uidai,6
zdizma,6
frasybau,6
prula'i,6
jecu,6
.u'i,6
flaume,6
sekai,6
.a'i,6
korcu,6
dembi,6
ro'o,6
ga'i,6
termu'i,6
kanba,6
ponas.,6
cakcurnu,6
mu'ima,6
me'o,6
bemjoitco,6
nanbrmotci,6
reisku,6
urja,6
bakrbisoni,6
nurgau,5
vo'e,5
sigva'u,5
nagi'enai,5
bifce,5
drudi,5
jbedetnunsla,5
selgu'a,5
fi'u,5
la.tam.,5
jo'a,5
tolzau,5
do'anai,5
da'a,5
darlu,5
dy,5
io,5
pinka,5
bavlamna'a,5
la.tatoebas.,5
degji,5
ii,5
zekri,5
iu,5
re'o,5
.i'i,5
.uu,5
tunba,5
ge'e,5
diklo,5
jy,5
purci,5
jei,5
janli,5
cersai,5
gubni,5
mivdalmuzga,5
cnixai,5
mulkla,5
jinzi,5
cino,5
sefta,5
fulta,5
.a'enai,5
pabi,5
ke'o,5
Tatoeba,5
.osakas.,5
zvafa'i,5
lorxu,5
paci,5
lyndyn,5
cinki,5
o'i,5
sombo,5
desku,5
latcmo,5
ranji,5
fi'a,5
ginai,5
sruma,5
jbopre,5
cidjrsuci,5
zanvi'e,5
klingon.,5
muno,5
gugja'a,5
ropno,5
rapli,5
sy,5
ckini,5
py.,5
ranti,5
cu'upre,5
.tcyn.,5
dinsauru,5
vu'u,5
loni,5
funca,5
so'iroi,5
gunse,5
coico'o,5
tokios.,5
denci,5
zu'o,5
.a,5
ckuzda,5
tirxu,5
na.e,5
skapi,5
.e'enai,5
tolmencre,5
celgunta,5
kamka'o,5
ckasu,5
cimoi,5
jikca,5
a,5
selja'e,5
ganzu,5
.o'onai,5
rodo,5
my.,5
nunjmaji,5
sispe'i,5
seri'a,5
ba'i,5
enai,5
sraji,5
ky,5
namcrprimu,5
najgenja,5
stogau,5
donri,5
narju,5
itku'ile,5
si'u,5
uo,5
kalsa,5
karbi,5
toldra,5
jaspu,5
stapa,5
cinpe'o,5
fesli'a,5
mivru'e,5
cazi,5
kalci,5
vrogai,5
cinmle,5
kacmyterxra,5
setca,5
.ionai,5
la'edi'u,5
seldu'u,5
.djon.,5
tutci,5
marna,5
kusru,5
.a'a,5
cev,5
kensa,5
ke'u,5
zu'u,5
ro'i,5
puba'o,5
pitsa,5
«lu,5
li'u»,5
crori'a,5
vedli,5
kansi'u,5
zu'i,5
taksi,5
nonseka,5
bambola,5
titygejyspa,5
cipnrstrutio,5
tca'anka,5
zingibero,5
aDIL,5
rutrlitci,5
datka,5
moi'o,5
strelka,5
da'ai,5
zei'a,5
va'ei,5
kosmu,5
julbaco,5
plika'e,5
ĭancu,5
torta,5
cabycte,4
jicmu,4
seva'u,4
sipybi'o,4
simsysi'u,4
pofygau,4
tikpa,4
i'i,4
nalgundei,4
pe'ipei,4
london,4
prulamna'a,4
cerda,4
cinla,4
xai,4
la.kioton.,4
pajni,4
labno,4
mabru,4
catke,4
lanka,4
slari,4
ja'asai,4
panra,4
ki'ogra,4
tercu'e,4
lanme,4
bil,4
ctesai,4
selsre,4
linji,4
ju'u,4
zgica'a,4
mu'e,4
djeimyz,4
cilce,4
ju'ocu'i,4
stici,4
berti,4
la.xokaidon.,4
terzu'e,4
jisygau,4
xismalsi,4
fi'e,4
selve'u,4
purlamdei,4
citmau,4
.aupei,4
seltivni,4
da'inai,4
vi'o,4
mlana,4
nunspe,4
gi'o,4
condi,4
laktergu'i,4
papa,4
jalra,4
balni,4
.e'osai,4
toldi,4
purmo,4
pa'arbau,4
cando,4
brablo,4
la'ede'u,4
aupei,4
tankypli,4
gugdefu'i,4
fepni,4
.iku'i,4
razgu'e,4
bangepu'o,4
pinfu,4
ly,4
draci,4
mi'afra,4
porto,4
.i'u,4
ze'epu,4
smani,4
vidni,4
ma'i,4
vlaste,4
.abu,4
.ii,4
paris.,4
lozu'o,4
.oinai,4
ni'o,4
loza'i,4
muslo,4
dalpe'o,4
cipnrkorvu,4
djon.,4
.a'unai,4
islant,4
cipnrlaru,4
di'o,4
skiji,4
tolju'i,4
seki'i,4
girzu,4
fetspe,4
kindi'u,4
ji'u,4
kicne,4
sera'a,4
.meiris.,4
lunbe,4
xislu,4
titspi,4
bino,4
kenra,4
canre,4
plekarni,4
ciroi,4
eipei,4
xo'e,4
.esperanton.,4
tolmorji,4
klasazri,4
rijno,4
neltai,4
selfri,4
selpa'i,4
sanbau,4
nunpe'i,4
nicygau,4
jmaji,4
crepu,4
ci'erkei,4
zernalfu'e,4
fatri,4
tamne,4
clarai,4
djak,4
tumla,4
jbini,4
fukpi,4
cecmu,4
verclibau,4
.u'a,4
.bastn.,4
besna,4
ki'otre,4
jelgau,4
cabra,4
ragve,4
[.io],4
.uo,4
vi'esta,4
radycru,4
ge'o,4
by,4
xo'o,4
seljibri,4
cecla,4
crane,4
toknu,4
jenca,4
tolcru,4
selbapselfu,4
gi'eku'i,4
.ainai,4
selzdifri,4
selta'i,4
pirlarfi'i,4
ba'u,4
naru'e,4
ve'i,4
fancu,4
dicra,4
xi,4
genja,4
.i'o,4
tubnu,4
ra'u,4
mi'u,4
ro'e,4
bu'o,4
blucri,4
jimca,4
randa,4
kakpa,4
nalcumki,4
bi'ucu'i,4
rotsu,4
mai,4
pedbi'o,4
nagi'e,4
camcpe,4
sruri,4
selpau,4
calku,4
selti'i,4
gendra,4
citsi,4
tasta,4
tokis.,4
jbama,4
de'u,4
gercmo,4
borg,4
ca'i,4
pu'e,4
kenka,4
na'azma,4
la'edo'i,4
vukro,4
saksruseibo'i,4
karkade,4
volfalnu,4
rasyjukpa,4
guzmrkukurbita,4
mernta,4
gredile,4
nargrkaju,4
rutrprunu,4
glatcati,4
skepre,4
te'o,4
flulimna,4
bisyladytcati,4
zvasta,4
nilyla'e,4
brode,4
cesyvu'e,4
zvajbi,4
ri'oi,4
ly.,3
snanu,3
jbixa'u,3
gugdecunu,3
selsmu,3
lacni,3
cintyxra,3
trang,3
kulku'a,3
saras,3
la.osakan.,3
toldji,3
ckali'a,3
la.lyndyn.,3
paf,3
jim,3
genai,3
kilto,3
grake,3
.tokion.,3
jdaca'i,3
tanbargu,3
jbirai,3
du'i,3
na'i,3
be'e,3
nolnau,3
rere,3
selska,3
terjbe,3
vensa,3
sfofa,3
paso,3
ko'o,3
.tokyion.,3
cmari'e,3
gi'u,3
selstidi,3
vono,3
selnu'e,3
.tato'ebas.,3
.tatoebas.,3
si,3
la.nuiork.,3
budjo,3
cabycerni,3
.nansis.,3
gundi,3
cabna'a,3
my,3
xadba,3
fanri,3
.an.,3
ponpre,3
nalzvati,3
.deivid.,3
toltce,3
po'onai,3
abu,3
se'inai,3
rigni,3
so'eroi,3
selcru,3
since,3
sumji,3
le'ipli,3
terbe'i,3
sela'u,3
.ianai,3
rom,3
ci'arse'u,3
di'e,3
memimoi,3
lu'i,3
skori,3
ctile,3
ki'esai,3
kaidji,3
romas.,3
farcri,3
claselxadni,3
limla'u,3
cu'e,3
ckudi'u,3
sicni,3
.zoi,3
ga'arboijvi,3
seicni,3
smuci,3
jirlu'i,3
niut,n.,3
bansuve'e,3
la.rab,rt.,3
skudji,3
banru'usu,3
logji,3
mligla,3
zy,3
sazysti,3
terpemci,3
na’e,3
gunkansa,3
natmrxanguke,3
datygugvi'e,3
ronru'u,3
minli,3
xy.,3
gento,3
selci,3
slasi,3
kruca,3
rutni,3
banvu'olu,3
.lyndyn.,3
.tomas.,3
laldymau,3
.iumis.,3
xejykre,3
ta'onai,3
□,3
su'oroi,3
ju'oru'e,3
puco'a,3
dadjo,3
nonon,3
node,3
jaurvasmro,3
prenrxinuiti,3
li'o,3
.kiotos.,3
.gy.,3
su'a,3
.amerik.,3
pikci,3
nurxru,3
canja,3
serti,3
maxri,3
xokaidon.,3
se'u,3
.i'anai,3
kamvli,3
selfuzme,3
.uesai,3
jadni,3
puki,3
caxmati,3
parbi,3
na.enai,3
xasli,3
falo,3
pengau,3
tcexau,3
dinvau,3
jbibi'o,3
badydi'u,3
dafsku,3
selte'i,3
dertu,3
nondei,3
nalre'ucti,3
-,3
ze'aba,3
vikmi,3
...,3
18,3
jaginai,3
lekmi'i,3
brito,3
iptsa,3
tonis,3
cnitcini,3
jivna,3
pu'u,3
karli,3
.eidai,3
lanli,3
nilce,3
vei,3
cedra,3
cinse,3
tunta,3
.ija'ebo,3
kampu,3
smacni,3
tutra,3
a'u,3
kuckla,3
tolcre,3
zdazva,3
vrici,3
na'ebo,3
da'apa,3
festi,3
cmibi'o,3
noltruni'u,3
tepygau,3
zmarai,3
mulna'u,3
malxaksu,3
di,3
lamli'e,3
.iki'ubo,3
nipon,3
lacpu,3
daski,3
ranmi,3
vi'ecpe,3
baziku,3
selzda,3
dunku,3
cumri'a,3
pujeca,3
jdari,3
krokodilo,3
la'acu'i,3
xarju,3
.naras.,3
sipta'i,3
neltce,3
bralai,3
sezlu'i,3
sudgaubu'u,3
fy,3
relselxi'u,3
janbe,3
tolvai,3
mokca,3
tolcau,3
prulamjeftu,3
vaizma,3
korvo,3
livla,3
xebro,3
krali,3
cnemu,3
jonai,3
crebi'o,3
flacre,3
.nu,iork.,3
skuckire,3
kacmyxra,3
zirpu,3
.onai,3
sigja,3
nomei,3
pamjai,3
pa'a,3
natfe,3
gu,3
krevi'u,3
ctununta'a,3
zanselfu'a,3
spoja,3
janta,3
reldei,3
mumdei,3
coi.,3
cimei,3
ga'icu'i,3
.o'e,3
djusku,3
citmle,3
nunjamna,3
je'urja'o,3
xokau,3
tolplixau,3
malcrexalbo,3
vobmipri,3
klasti,3
bloja'a,3
tolmelbi,3
.o'anai,3
fe'i,3
gi'onai,3
zaisle,3
.ijebo,3
karda,3
.e'anai,3
nurxrugau,3
tolnelci,3
karcyckiku,3
sralygu'e,3
ce'i,3
do'a,3
betka,3
friti,3
dandu,3
.o'a,3
.u'o,3
jutsi,3
remoi,3
se'o,3
u,3
tolkargu,3
ro'a,3
zumri,3
se'a,3
u'i,3
re'i,3
eisai,3
an,3
bi'o,3
kalcyvi'i,3
golf,3
lindi,3
mo'ifli,3
telgau,3
jadyke'a,3
pruce,3
xrubei,3
slaplespi,3
nerpu'i,3
bevbe'i,3
patsti,3
selsanga,3
lazme'e,3
a'ucu'i,3
pi'ai,3
mu'ei,3
semu'i,3
ju,3
salpo,3
fudzi,3
sorta,3
xrugau,3
naldrani,3
rumgau,3
seba'i,3
dy.,3
falonu,3
djim,3
zilkancu,3
grasu,3
tato'ebas,3
.platon.,3
sau,3
snidu,3
20,3
tolpro,3
sajysne,3
kamni,3
klagau,3
cipa,3
dimna,3
kulnrfilipino,3
ratni,3
zilzena,3
pudydi'u,3
gugdetuxe,3
jisrnkarkade,3
oxtapodi,3
seme'a,3
tapiokas,3
guntrusi'o,3
rutrjujube,3
bicydja,3
vanjba,3
tcatrslaci,3
persimo,3
granate,3
xlarai,3
tolmle,3
fazgau,3
zulxanpre,3
cizrkafka,3
remu,3
forca,3
banzuni,3
murmura,3
xau,3
aidji,3
erve,3
caksova,3
.bufylos.,3
rebdesygau,3
